symbol,date,open,high,low,close,volume,asset,source,provenance
EURUSD,2019-01-02,1.1461317539215088,1.1497001647949219,1.1345715522766113,1.14617121219635,0.0,forex,yahoo,ohlc
EURUSD,2019-01-03,1.131733775138855,1.1409143209457397,1.131733775138855,1.1318106651306152,0.0,forex,yahoo,ohlc
EURUSD,2019-01-04,1.1390948295593262,1.14177405834198,1.1348161697387695,1.1391078233718872,0.0,forex,yahoo,ohlc
EURUSD,2019-01-07,1.141291856765747,1.147446870803833,1.1405240297317505,1.1410444974899292,0.0,forex,yahoo,ohlc
EURUSD,2019-01-08,1.1479343175888062,1.1486331224441528,1.1424654722213745,1.1479737758636475,0.0,forex,yahoo,ohlc
EURUSD,2019-01-09,1.1457247734069824,1.1540148258209229,1.144164800643921,1.1456066370010376,0.0,forex,yahoo,ohlc
EURUSD,2019-01-10,1.1555217504501343,1.157139539718628,1.151145339012146,1.1554949283599854,0.0,forex,yahoo,ohlc
EURUSD,2019-01-11,1.1515165567398071,1.1539002656936646,1.1459741592407227,1.151012897491455,0.0,forex,yahoo,ohlc
EURUSD,2019-01-14,1.1462763547897339,1.148369312286377,1.1451605558395386,1.146013617515564,0.0,forex,yahoo,ohlc
EURUSD,2019-01-15,1.147315263748169,1.1491611003875732,1.1386150121688843,1.1472889184951782,0.0,forex,yahoo,ohlc
EURUSD,2019-01-16,1.141409158706665,1.14223051071167,1.1378893852233887,1.1416828632354736,0.0,forex,yahoo,ohlc
EURUSD,2019-01-17,1.1398999691009521,1.1407711505889893,1.1372424364089966,1.1398088932037354,0.0,forex,yahoo,ohlc
EURUSD,2019-01-18,1.1391856670379639,1.1410315036773682,1.1354217529296875,1.13926362991333,0.0,forex,yahoo,ohlc
EURUSD,2019-01-21,1.1365444660186768,1.1388224363327026,1.1357957124710083,1.1365574598312378,0.0,forex,yahoo,ohlc
EURUSD,2019-01-22,1.1369578838348389,1.1375269889831543,1.1336840391159058,1.136932134628296,0.0,forex,yahoo,ohlc
EURUSD,2019-01-23,1.1363766193389893,1.1393154859542847,1.1351640224456787,1.1364023685455322,0.0,forex,yahoo,ohlc
EURUSD,2019-01-24,1.1387057304382324,1.1393414735794067,1.131324052810669,1.1388224363327026,0.0,forex,yahoo,ohlc
