symbol,date,open,high,low,close,volume,asset,source,provenance
BTCUSD,2022-01-29,37716.57,38720.74,37268.44,38166.84,26129.49682,crypto,binance,ohlc
BTCUSD,2022-01-30,38166.83,38359.26,37351.63,37881.76,21430.66527,crypto,binance,ohlc
BTCUSD,2022-01-31,37881.75,38744.0,36632.61,38466.9,36855.2458,crypto,binance,ohlc
BTCUSD,2022-02-01,38466.9,39265.2,38000.0,38694.59,34574.44663,crypto,binance,ohlc
BTCUSD,2022-02-02,38694.59,38855.92,36586.95,36896.36,35794.6813,crypto,binance,ohlc
BTCUSD,2022-02-03,36896.37,37387.0,36250.0,37311.61,32081.10999,crypto,binance,ohlc
BTCUSD,2022-02-04,37311.98,41772.33,37026.73,41574.25,64703.95874,crypto,binance,ohlc
BTCUSD,2022-02-05,41571.7,41913.69,40843.01,41382.59,32532.34372,crypto,binance,ohlc
BTCUSD,2022-02-06,41382.6,42656.0,41116.56,42380.87,22405.16704,crypto,binance,ohlc
BTCUSD,2022-02-07,42380.87,44500.5,41645.85,43839.99,51060.62006,crypto,binance,ohlc
BTCUSD,2022-02-08,43839.99,45492.0,42666.0,44042.99,64880.29387,crypto,binance,ohlc
BTCUSD,2022-02-09,44043.0,44799.0,43117.92,44372.72,34428.16729,crypto,binance,ohlc
BTCUSD,2022-02-10,44372.71,45821.0,43174.01,43495.44,62357.29091,crypto,binance,ohlc
BTCUSD,2022-02-11,43495.44,43920.0,41938.51,42373.73,44975.1687,crypto,binance,ohlc
BTCUSD,2022-02-12,42373.73,43079.49,41688.88,42217.87,26556.85681,crypto,binance,ohlc
BTCUSD,2022-02-13,42217.87,42760.0,41870.0,42053.66,17732.08113,crypto,binance,ohlc
BTCUSD,2022-02-14,42053.65,42842.4,41550.56,42535.94,34010.1306,crypto,binance,ohlc
BTCUSD,2022-02-15,42535.94,44751.4,42427.03,44544.86,38095.19576,crypto,binance,ohlc
BTCUSD,2022-02-16,44544.85,44549.97,43307.0,43873.56,28471.8727,crypto,binance,ohlc
BTCUSD,2022-02-17,43873.56,44164.71,40073.21,40515.7,47245.99494,crypto,binance,ohlc
BTCUSD,2022-02-18,40515.71,40959.88,39450.0,39974.44,43845.92241,crypto,binance,ohlc
BTCUSD,2022-02-19,39974.45,40444.32,39639.03,40079.17,18042.0551,crypto,binance,ohlc
BTCUSD,2022-02-20,40079.17,40125.44,38000.0,38386.89,33439.29011,crypto,binance,ohlc
BTCUSD,2022-02-21,38386.89,39494.35,36800.0,37008.16,62347.68496,crypto,binance,ohlc
BTCUSD,2022-02-22,37008.16,38429.0,36350.0,38230.33,53785.94589,crypto,binance,ohlc
BTCUSD,2022-02-23,38230.33,39249.93,37036.79,37250.01,43560.732,crypto,binance,ohlc
BTCUSD,2022-02-24,37250.02,39843.0,34322.28,38327.21,120476.29458,crypto,binance,ohlc
BTCUSD,2022-02-25,38328.68,39683.53,38014.37,39219.17,56574.57125,crypto,binance,ohlc
BTCUSD,2022-02-26,39219.16,40348.45,38573.18,39116.72,29361.2568,crypto,binance,ohlc
BTCUSD,2022-02-27,39116.73,39855.7,37000.0,37699.07,46229.44719,crypto,binance,ohlc
BTCUSD,2022-02-28,37699.08,44225.84,37450.17,43160.0,73945.63858,crypto,binance,ohlc
BTCUSD,2022-03-01,43160.0,44949.0,42809.98,44421.2,61743.09873,crypto,binance,ohlc
BTCUSD,2022-03-02,44421.2,45400.0,43334.09,43892.98,57782.65081,crypto,binance,ohlc
BTCUSD,2022-03-03,43892.99,44101.12,41832.28,42454.0,50940.61021,crypto,binance,ohlc
BTCUSD,2022-03-04,42454.0,42527.3,38550.0,39148.66,61964.68498,crypto,binance,ohlc
BTCUSD,2022-03-05,39148.65,39613.24,38407.59,39397.96,30363.13341,crypto,binance,ohlc
BTCUSD,2022-03-06,39397.97,39693.87,38088.57,38420.81,39677.26158,crypto,binance,ohlc
BTCUSD,2022-03-07,38420.8,39547.57,37155.0,37988.0,63994.11559,crypto,binance,ohlc
BTCUSD,2022-03-08,37988.01,39362.08,37867.65,38730.63,55583.06638,crypto,binance,ohlc
BTCUSD,2022-03-09,38730.63,42594.06,38656.45,41941.71,67392.58799,crypto,binance,ohlc
BTCUSD,2022-03-10,41941.7,42039.63,38539.73,39422.0,71962.93154,crypto,binance,ohlc
BTCUSD,2022-03-11,39422.01,40236.26,38223.6,38729.57,59018.7642,crypto,binance,ohlc
BTCUSD,2022-03-12,38729.57,39486.71,38660.52,38807.36,24034.36432,crypto,binance,ohlc
BTCUSD,2022-03-13,38807.35,39310.0,37578.51,37777.34,32791.82359,crypto,binance,ohlc
BTCUSD,2022-03-14,37777.35,39947.12,37555.0,39671.37,46945.45375,crypto,binance,ohlc
BTCUSD,2022-03-15,39671.37,39887.61,38098.33,39280.33,46015.54926,crypto,binance,ohlc
BTCUSD,2022-03-16,39280.33,41718.0,38828.48,41114.0,88120.76167,crypto,binance,ohlc
BTCUSD,2022-03-17,41114.01,41478.82,40500.0,40917.9,37189.38087,crypto,binance,ohlc
BTCUSD,2022-03-18,40917.89,42325.02,40135.04,41757.51,45408.00969,crypto,binance,ohlc
BTCUSD,2022-03-19,41757.51,42400.0,41499.29,42201.13,29067.18108,crypto,binance,ohlc
BTCUSD,2022-03-20,42201.13,42296.26,40911.0,41262.11,30653.33468,crypto,binance,ohlc
BTCUSD,2022-03-21,41262.11,41544.22,40467.94,41002.25,39426.24877,crypto,binance,ohlc
BTCUSD,2022-03-22,41002.26,43361.0,40875.51,42364.13,59454.94294,crypto,binance,ohlc
BTCUSD,2022-03-23,42364.13,43025.96,41751.47,42882.76,40828.87039,crypto,binance,ohlc
BTCUSD,2022-03-24,42882.76,44220.89,42560.46,43991.46,56195.12374,crypto,binance,ohlc
BTCUSD,2022-03-25,43991.46,45094.14,43579.0,44313.16,54614.43648,crypto,binance,ohlc
BTCUSD,2022-03-26,44313.16,44792.99,44071.97,44511.27,23041.61741,crypto,binance,ohlc
BTCUSD,2022-03-27,44511.27,46999.0,44421.46,46827.76,41874.91071,crypto,binance,ohlc
BTCUSD,2022-03-28,46827.76,48189.84,46663.56,47122.21,58949.2614,crypto,binance,ohlc
BTCUSD,2022-03-29,47122.21,48096.47,46950.85,47434.8,36772.28457,crypto,binance,ohlc
BTCUSD,2022-03-30,47434.79,47700.22,46445.42,47067.99,40947.2085,crypto,binance,ohlc
BTCUSD,2022-03-31,47067.99,47600.0,45200.0,45510.34,48645.12667,crypto,binance,ohlc
BTCUSD,2022-04-01,45510.35,46720.09,44200.0,46283.49,56271.06474,crypto,binance,ohlc
BTCUSD,2022-04-02,46283.49,47213.0,45620.0,45811.0,37073.53582,crypto,binance,ohlc
