symbol,date,open,high,low,close,volume
AAPL,2024-10-01,227.812271,227.941293,222.075278,224.526901,63285000
AAPL,2024-10-02,224.209244,225.678227,221.360603,225.092621,32880600
AAPL,2024-10-03,223.464850,225.122423,221.658400,223.990906,34044200
AAPL,2024-10-04,226.204294,226.303556,222.462356,225.112488,37245100
AAPL,2024-10-07,222.829602,224.010750,219.683190,220.040512,39505400
AAPL,2024-10-08,222.631085,224.298578,221.588895,224.090149,31855700
AAPL,2024-10-09,223.554178,228.040552,223.157161,227.832108,33591100
AAPL,2024-10-10,226.085211,227.792415,225.479749,227.335831,28183500
AAPL,2024-10-11,227.593897,227.703080,225.648474,225.856918,31759200
AAPL,2024-10-14,226.998364,230.005819,226.899118,229.579025,39882100
AAPL,2024-10-15,231.871827,235.722962,230.641047,232.110046,64751400
AAPL,2024-10-16,229.876782,230.392902,228.129867,230.055435,34082200
AAPL,2024-10-17,231.693174,232.110062,228.804837,230.422699,32993800
AAPL,2024-10-18,234.422693,234.422693,232.268841,233.251480,46431500
AAPL,2024-10-21,232.705549,235.087701,232.705549,234.720444,36254500
AAPL,2024-10-22,232.149744,234.462409,230.869349,234.105087,38846600
AAPL,2024-10-23,232.338335,233.390445,226.065351,229.043030,52287000
AAPL,2024-10-24,228.268840,229.102602,226.710529,228.854462,31109500
AAPL,2024-10-25,228.030614,231.484717,227.861881,229.688187,38802300
AAPL,2024-10-28,231.583969,232.983466,230.819694,231.663361,36087100
AAPL,2024-10-29,231.365615,232.586459,230.591420,231.931366,35417200
AAPL,2024-10-30,230.879258,231.732860,227.842029,228.387939,47070900
AAPL,2024-10-31,227.633582,228.119942,223.693120,224.229111,64370100
AAPL,2024-11-01,219.325882,223.673297,218.631093,221.251450,65276700
AAPL,2024-11-04,219.345724,221.132319,218.075249,220.358124,44944500
AAPL,2024-11-05,220.149713,222.283710,219.494620,221.787430,28111300
AAPL,2024-11-06,220.953684,224.387947,219.544251,221.062866,54561100
AAPL,2024-11-07,222.958629,226.184447,222.899078,225.787415,42137700
AAPL,2024-11-08,225.727808,227.208354,224.972638,225.519150,38328800
AAPL,2024-11-11,223.571604,224.267157,220.093823,222.806488,42005600
AAPL,2024-11-12,223.124464,224.157855,221.942016,222.806488,40398300
AAPL,2024-11-13,222.587888,225.211127,221.345823,223.690842,48566200
AAPL,2024-11-14,223.591467,227.417016,223.571590,226.771149,44923900
AAPL,2024-11-15,224.962670,225.479373,222.846202,223.571564,47923700
AAPL,2024-11-18,223.819999,228.281500,223.740505,226.572418,44633700
AAPL,2024-11-19,225.539015,228.698834,225.221054,226.830765,36211800
AAPL,2024-11-20,226.612154,228.470277,224.455932,227.546188,35169600
AAPL,2024-11-21,227.426944,228.698817,224.277071,227.069229,42108300
AAPL,2024-11-22,226.612168,229.255285,226.612168,228.410675,38168300
AAPL,2024-11-25,229.990565,231.769194,228.281483,231.391602,90152800
AAPL,2024-11-26,231.848706,234.074490,231.848706,233.567719,45986200
AAPL,2024-11-27,232.981482,234.193738,232.325668,233.438553,33498400
AAPL,2024-11-29,233.319312,236.300267,232.484649,235.823318,28481400
AAPL,2024-12-02,235.763691,239.261333,235.654389,238.068954,48137100
AAPL,2024-12-03,238.287561,241.218830,237.383335,241.109528,38861000
AAPL,2024-12-04,241.328144,242.560277,239.718433,241.467255,44383900
AAPL,2024-12-05,242.441051,242.987548,240.592859,241.497070,40033900
AAPL,2024-12-06,241.367903,243.076985,240.543170,241.298340,36870600
AAPL,2024-12-09,240.294754,245.670412,240.215260,245.183517,44649200
AAPL,2024-12-10,245.322603,246.634231,243.782441,246.197021,36914800
AAPL,2024-12-11,246.385809,249.207776,244.696590,244.925140,45205800
AAPL,2024-12-12,245.322635,247.160896,244.120309,246.385849,32777500
AAPL,2024-12-13,246.246734,247.707388,244.676763,246.554764,33155300
AAPL,2024-12-16,246.415634,249.784112,246.077781,249.446259,51694800
AAPL,2024-12-17,248.492379,252.218573,248.194281,251.870789,51356400
AAPL,2024-12-18,250.559158,252.665695,246.167221,246.475250,56774100
AAPL,2024-12-19,245.928753,250.400185,245.521352,248.204208,60882300
AAPL,2024-12-20,246.465310,253.381131,244.130238,252.874374,147495300
AAPL,2024-12-23,253.152588,254.026991,251.840961,253.649414,40858800
AAPL,2024-12-24,253.867989,256.570707,253.669247,256.560791,23234700
AAPL,2024-12-26,256.550832,258.448710,255.994390,257.375549,27237100
AAPL,2024-12-27,256.193146,257.057649,251.453440,253.967377,42355300
AAPL,2024-12-30,250.628731,251.890673,249.158131,250.598923,35557500
AAPL,2024-12-31,250.837396,251.672059,247.846495,248.830215,39480700
