symbol,date,open,high,low,close,volume
AAPL,2022-01-03,173.853212,178.790282,173.735900,177.939728,104487900
AAPL,2022-01-04,178.545866,178.848931,175.114350,175.681381,99310400
AAPL,2022-01-05,175.593422,176.140896,170.734564,171.008301,94537600
AAPL,2022-01-06,168.837907,171.379770,167.801615,168.153564,96904000
AAPL,2022-01-07,169.023694,170.245740,167.205288,168.319794,86709100
AAPL,2022-01-10,165.298873,168.642390,164.409220,168.339325,106765600
AAPL,2022-01-11,168.466430,171.262458,166.999975,171.164703,76138300
AAPL,2022-01-12,172.181416,173.217709,170.910500,171.604614,74805200
AAPL,2022-01-13,171.849038,172.670250,167.948261,168.339325,84505800
AAPL,2022-01-14,167.508323,169.893760,167.263914,169.199646,80440800
AAPL,2022-01-18,167.674513,168.681478,165.621484,166.002762,90956700
AAPL,2022-01-19,166.198300,167.254149,162.229096,162.512604,94815000
AAPL,2022-01-20,163.245804,165.885420,160.508417,160.831039,91420500
AAPL,2022-01-21,160.743075,162.610366,158.670490,158.778030,122848900
AAPL,2022-01-24,156.441527,158.670538,151.240489,158.005737,162294600
AAPL,2022-01-25,155.424736,159.120202,153.508575,156.206848,115798400
AAPL,2022-01-26,159.843645,160.713742,154.290674,156.118851,108275300
AAPL,2022-01-27,158.817173,160.176088,154.740427,155.659409,121954600
AAPL,2022-01-28,162.004227,166.540461,159.159299,166.520905,179935700
AAPL,2022-01-31,166.354750,171.086511,165.719277,170.871429,115541600
AAPL,2022-02-01,170.118627,170.930068,168.456647,170.705215,86213900
AAPL,2022-02-02,170.842124,171.946859,169.453881,171.907745,84914300
AAPL,2022-02-03,170.578116,172.298766,168.270892,169.033447,89418100
AAPL,2022-02-04,168.054544,170.423453,167.075662,168.749557,82465400
AAPL,2022-02-07,169.209645,170.276623,167.339975,168.034988,77251200
AAPL,2022-02-08,168.103519,171.647085,167.809851,171.138062,74829200
AAPL,2022-02-09,172.332326,172.919646,171.206602,172.557465,71285000
AAPL,2022-02-10,170.462592,171.774290,167.927290,168.485245,90865900
AAPL,2022-02-11,168.690845,169.425007,164.491430,165.078766,98670700
AAPL,2022-02-14,163.835583,165.998920,163.042691,165.313705,86185500
AAPL,2022-02-15,167.359555,169.297738,166.654758,169.141113,62527400
AAPL,2022-02-16,168.220989,169.679515,166.458998,168.906204,61177400
AAPL,2022-02-17,167.418297,168.279719,164.912360,165.313705,69589300
AAPL,2022-02-18,166.233848,166.938629,162.680499,163.767059,82772700
AAPL,2022-02-22,161.496042,163.169938,158.725803,160.849991,91162800
AAPL,2022-02-23,162.044217,162.641336,156.376493,156.689743,90009200
AAPL,2022-02-24,149.357909,159.411038,148.790155,159.303360,141147500
AAPL,2022-02-25,160.380139,161.633108,157.472856,161.368820,91974200
AAPL,2022-02-28,159.616576,161.926740,158.999876,161.633072,95056600
AAPL,2022-03-01,161.221955,163.081841,158.549610,159.753632,83474400
AAPL,2022-03-02,160.918521,163.825803,159.508927,163.042694,79724800
AAPL,2022-03-03,164.912353,165.343063,162.054017,162.719650,76678400
AAPL,2022-03-04,161.016421,162.054035,158.676892,159.724289,83737200
AAPL,2022-03-07,159.910250,161.535199,155.681470,155.935989,96418800
AAPL,2022-03-08,155.466112,159.440372,152.509883,154.115250,131148300
AAPL,2022-03-09,158.069953,159.959204,156.043673,159.508911,91454900
AAPL,2022-03-10,156.816986,157.002976,152.686100,155.172470,105342000
AAPL,2022-03-11,155.573813,155.916428,151.237370,151.462509,96970100
AAPL,2022-03-14,148.251775,150.865390,146.930292,147.439301,108732100
AAPL,2022-03-15,147.713390,152.284785,147.204382,151.814911,92964300
AAPL,2022-03-16,153.733539,156.621240,151.198236,156.219894,102300200
AAPL,2022-03-17,155.260585,157.600114,154.301284,157.228134,75615400
AAPL,2022-03-18,157.120472,161.006638,156.386310,160.517197,123511700
AAPL,2022-03-21,160.057113,162.837152,159.567672,161.887634,95811400
AAPL,2022-03-22,162.014860,165.842295,161.427540,165.254974,81532000
AAPL,2022-03-23,164.442540,168.994340,164.109709,166.615662,98062700
AAPL,2022-03-24,167.447673,170.462633,166.615631,170.394119,90131400
AAPL,2022-03-25,170.208122,171.578552,169.101980,171.030380,80546200
AAPL,2022-03-28,168.534225,172.019045,168.367816,171.891800,90371900
AAPL,2022-03-29,172.958764,175.229764,172.616149,175.180832,100589400
AAPL,2022-03-30,174.779503,175.817116,172.968564,174.015976,92633200
AAPL,2022-03-31,174.084470,174.270460,170.717112,170.922684,103049300
AAPL,2022-04-01,170.354927,171.186983,168.309066,170.629013,78751300
