symbol,date,open,high,low,close,volume
QQQ,2022-01-03,388.198351,391.009775,386.087377,390.756836,40575900
QQQ,2022-01-04,391.301589,391.340509,382.594990,385.688507,58027200
QQQ,2022-01-05,384.005498,385.124249,373.586752,373.839691,75739800
QQQ,2022-01-06,372.020560,376.816488,369.792826,373.577026,70814300
QQQ,2022-01-07,373.586797,375.269763,367.759697,369.530182,72652300
QQQ,2022-01-10,364.627253,370.288992,359.267081,369.773376,91770500
QQQ,2022-01-11,369.043745,375.493455,366.961955,375.328094,68295700
QQQ,2022-01-12,377.896298,379.589001,374.540135,376.816498,54576400
QQQ,2022-01-13,378.197847,378.878823,366.456099,367.389984,77994000
QQQ,2022-01-14,364.870361,370.006776,364.666051,369.676025,80121200
QQQ,2022-01-18,363.868411,365.989121,359.714510,360.473297,75450900
QQQ,2022-01-19,362.029864,364.500800,356.251392,356.514069,81791500
QQQ,2022-01-20,359.734006,363.703043,351.348422,351.883453,88610700
QQQ,2022-01-21,349.694652,352.330948,341.844099,342.126221,143388900
QQQ,2022-01-24,336.503361,344.353914,325.063152,343.692383,198685800
QQQ,2022-01-25,337.242702,341.484123,332.388380,335.725098,124398400
QQQ,2022-01-26,343.313123,347.175166,331.512976,335.199921,146559500
QQQ,2022-01-27,339.898499,341.717642,330.802754,331.824219,95255700
QQQ,2022-01-28,333.701715,342.447234,328.759873,342.233215,108167900
QQQ,2022-01-31,343.595159,353.760966,341.960822,353.177277,94326400
QQQ,2022-02-01,354.519723,356.231871,349.373600,355.580078,74433000
QQQ,2022-02-02,359.704782,360.035533,354.383532,358.469299,78777100
QQQ,2022-02-03,348.780162,352.087697,342.875222,343.935577,95384800
QQQ,2022-02-04,344.451172,351.572120,342.398565,348.274323,86318300
QQQ,2022-02-07,348.867740,351.231652,344.217728,345.472656,58198100
QQQ,2022-02-08,344.334413,350.443633,343.205954,349.354095,64720900
QQQ,2022-02-09,353.867967,356.835014,352.272550,356.757202,55766400
QQQ,2022-02-10,349.743247,356.523707,346.844304,348.682892,112468500
QQQ,2022-02-11,348.682965,350.278382,336.396416,337.622162,101569100
QQQ,2022-02-14,337.067538,341.435457,334.538266,338.040344,80254400
QQQ,2022-02-15,343.313058,346.678960,342.252703,346.445496,55128800
QQQ,2022-02-16,344.198340,347.379406,341.172897,346.357971,58947100
QQQ,2022-02-17,343.147644,343.848066,335.637579,336.055908,61801400
QQQ,2022-02-18,336.989735,337.378852,329.917446,332.222992,80001500
QQQ,2022-02-22,329.285176,334.684269,325.257774,328.886322,85967100
QQQ,2022-02-23,332.038178,332.874777,320.150487,320.461792,86215400
QQQ,2022-02-24,310.169468,331.765774,309.605254,331.230713,130614100
QQQ,2022-02-25,332.028480,336.571498,328.215097,336.367188,78842100
QQQ,2022-02-28,333.195884,339.061905,332.038242,337.369202,77515500
QQQ,2022-03-01,336.347716,338.614341,329.683988,332.203552,67407000
QQQ,2022-03-02,333.750339,339.110511,330.987573,337.777771,70609000
QQQ,2022-03-03,340.414074,340.521098,331.094604,332.952667,71089400
QQQ,2022-03-04,330.598469,332.028495,325.812279,328.127533,76936300
QQQ,2022-03-07,328.117854,329.275495,315.821567,316.025848,89933800
QQQ,2022-03-08,315.237831,324.148739,311.239612,314.556885,116153900
QQQ,2022-03-09,322.728428,327.232525,320.140760,325.880310,64723400
QQQ,2022-03-10,321.823730,323.467774,317.825481,322.261475,69362700
QQQ,2022-03-11,325.228558,325.539863,315.091905,315.578308,66228400
QQQ,2022-03-14,314.342872,317.708773,308.817340,309.517761,79802600
QQQ,2022-03-15,312.154058,320.004612,310.548934,319.226349,76471000
QQQ,2022-03-16,323.137094,331.182192,319.469596,331.065460,105243000
QQQ,2022-03-17,329.168424,335.131730,327.874604,335.073364,67810000
QQQ,2022-03-18,333.419616,342.223531,332.261974,341.931671,85446300
QQQ,2022-03-21,341.097894,343.318632,336.597948,340.980988,73799100
QQQ,2022-03-22,341.477758,348.549072,341.097910,347.682190,63345900
QQQ,2022-03-23,344.808940,348.364067,342.627139,342.685577,70615500
QQQ,2022-03-24,344.604319,350.350995,342.451768,350.302277,53555300
QQQ,2022-03-25,350.243793,351.295739,345.714658,350.010040,57584200
QQQ,2022-03-28,350.000361,355.523005,348.763381,355.425598,56833900
QQQ,2022-03-29,359.311900,362.165739,356.545718,361.542389,68073000
QQQ,2022-03-30,359.681940,361.337767,356.068376,357.548859,68757700
QQQ,2022-03-31,357.695011,358.045670,352.279524,353.117188,67011400
QQQ,2022-04-01,353.380200,354.159396,349.269881,352.445160,54527800
